rental_key,rental_id,rental_duration_days,amount_paid,full_date,month_name,month_num,quarter,year,first_name,last_name,city,country,title,category,rating,rental_rate,store_id,staff_first,staff_last
6535,16029,6,4.99,2005-08-23,August   ,8,3,2005,Leslie,Gordon,Kilis,Turkey,Darn Forrester,Action,G,4.99,2,Mike,Hillyer
6536,10302,0,0.99,2005-08-01,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Disciple Mother,Travel,PG,0.99,1,Jon,Stephens
6537,10593,4,4.99,2005-08-01,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Heavenly Gun,Music,NC-17,4.99,1,Jon,Stephens
6538,10740,6,5.99,2005-08-01,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Queen Luke,Drama,PG,4.99,2,Mike,Hillyer
6539,10951,5,4.99,2005-08-02,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Arizona Bang,Classics,PG,2.99,2,Mike,Hillyer
6540,11228,5,2.99,2005-08-02,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Mask Peach,New,NC-17,2.99,1,Mike,Hillyer
6541,11476,6,6.99,2005-08-02,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Closer Bang,Comedy,R,4.99,1,Mike,Hillyer
6542,11534,7,7.99,2005-08-17,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Lola Agent,Horror,PG,4.99,1,Mike,Hillyer
6543,11859,3,4.99,2005-08-17,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Brannigan Sunrise,New,PG,4.99,2,Jon,Stephens
6544,12087,2,2.99,2005-08-17,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Bill Others,Documentary,PG,2.99,2,Jon,Stephens
6545,12733,5,2.99,2005-08-18,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Random Go,Sci-Fi,NC-17,2.99,2,Mike,Hillyer
6546,12858,7,3.99,2005-08-19,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Patriot Roman,Action,PG,2.99,1,Jon,Stephens
6547,12980,6,6.99,2005-08-19,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Harry Idaho,Drama,PG-13,4.99,2,Mike,Hillyer
6548,13881,4,2.99,2005-08-20,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Network Peak,Family,PG-13,2.99,1,Mike,Hillyer
6549,14159,6,2.99,2005-08-21,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Racer Egg,Drama,NC-17,2.99,2,Mike,Hillyer
6550,15017,6,1.99,2005-08-22,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Sunset Racer,Family,NC-17,0.99,2,Mike,Hillyer
6551,15753,8,7.99,2005-08-23,August   ,8,3,2005,Clara,Shaw,Molodetno,Belarus,Sagebrush Clueless,Documentary,G,2.99,1,Jon,Stephens
6552,10799,4,4.99,2005-08-01,August   ,8,3,2005,Lucille,Holmes,Soshanguve,South Africa,Reign Gentlemen,Sci-Fi,PG-13,2.99,1,Jon,Stephens
6553,11904,4,5.99,2005-08-17,August   ,8,3,2005,Lucille,Holmes,Soshanguve,South Africa,Nightmare Chill,Games,PG,4.99,2,Jon,Stephens
6554,11954,1,2.99,2005-08-17,August   ,8,3,2005,Lucille,Holmes,Soshanguve,South Africa,Badman Dawn,Sci-Fi,R,2.99,2,Mike,Hillyer
6555,12637,0,2.99,2005-08-18,August   ,8,3,2005,Lucille,Holmes,Soshanguve,South Africa,Sweet Brotherhood,Travel,R,2.99,2,Mike,Hillyer
6556,12785,2,2.99,2005-08-19,August   ,8,3,2005,Lucille,Holmes,Soshanguve,South Africa,Trojan Tomorrow,Sci-Fi,PG,2.99,1,Jon,Stephens
6557,13012,7,7.99,2005-08-19,August   ,8,3,2005,Lucille,Holmes,Soshanguve,South Africa,Goodfellas Salute,Sci-Fi,PG,4.99,1,Jon,Stephens
6558,13164,6,3.99,2005-08-19,August   ,8,3,2005,Lucille,Holmes,Soshanguve,South Africa,Double Wrath,Animation,R,0.99,1,Jon,Stephens
6559,13272,3,0.99,2005-08-19,August   ,8,3,2005,Lucille,Holmes,Soshanguve,South Africa,Mallrats United,Comedy,PG,0.99,2,Jon,Stephens
6560,14044,8,5.99,2005-08-20,August   ,8,3,2005,Lucille,Holmes,Soshanguve,South Africa,Fiction Christmas,Foreign,PG,0.99,2,Mike,Hillyer
6561,14389,5,6.99,2005-08-21,August   ,8,3,2005,Lucille,Holmes,Soshanguve,South Africa,Moonshine Cabin,Games,PG-13,4.99,2,Mike,Hillyer
6562,11173,8,7.99,2005-08-02,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Vanishing Rocky,Music,NC-17,2.99,2,Mike,Hillyer
6563,11221,1,2.99,2005-08-02,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Gone Trouble,Drama,R,2.99,1,Mike,Hillyer
6564,11370,1,0.99,2005-08-02,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Pianist Outfield,New,NC-17,0.99,1,Mike,Hillyer
6565,11392,9,5.99,2005-08-02,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Beach Heartbreakers,Documentary,G,2.99,2,Mike,Hillyer
6566,11573,2,4.99,2005-08-17,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Chasing Fight,Family,PG,4.99,1,Jon,Stephens
6567,11857,1,4.99,2005-08-17,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Amelie Hellfighters,Music,R,4.99,1,Mike,Hillyer
6568,12129,8,7.99,2005-08-17,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Cupboard Sinners,Documentary,R,2.99,1,Jon,Stephens
6569,12385,3,2.99,2005-08-18,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Pond Seattle,Animation,PG-13,2.99,1,Mike,Hillyer
6570,12888,5,4.99,2005-08-19,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Wash Heavenly,Foreign,R,4.99,2,Jon,Stephens
6571,13606,6,4.99,2005-08-20,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Alone Trip,Music,R,0.99,1,Jon,Stephens
6572,13829,3,4.99,2005-08-20,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Super Wyoming,Family,PG,4.99,1,Jon,Stephens
6573,14143,2,2.99,2005-08-21,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Married Go,Sci-Fi,G,2.99,1,Mike,Hillyer
6574,15842,6,6.99,2005-08-23,August   ,8,3,2005,Jamie,Rice,Sterling Heights,United States,Harry Idaho,Drama,PG-13,4.99,1,Jon,Stephens
6575,10706,8,7.99,2005-08-01,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Durham Panky,Sports,R,4.99,2,Mike,Hillyer
6576,10752,8,8.99,2005-08-01,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Pure Runner,Comedy,NC-17,2.99,1,Jon,Stephens
6577,12284,4,4.99,2005-08-18,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Prejudice Oleander,Classics,PG-13,4.99,1,Jon,Stephens
6578,12757,2,4.99,2005-08-18,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Dorado Notting,Music,NC-17,4.99,1,Mike,Hillyer
6579,13542,8,4.99,2005-08-20,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Wrath Mile,Documentary,NC-17,0.99,2,Jon,Stephens
6580,13670,8,3.99,2005-08-20,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Holy Tadpole,Classics,R,0.99,2,Jon,Stephens
6581,14021,7,4.99,2005-08-20,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Wars Pluto,Documentary,G,2.99,2,Mike,Hillyer
6582,14156,5,0.99,2005-08-21,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Bride Intrigue,Action,G,0.99,1,Jon,Stephens
6583,14641,1,0.99,2005-08-21,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Jawbreaker Brooklyn,Music,PG,0.99,2,Jon,Stephens
6584,14960,7,4.99,2005-08-22,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Ridgemont Submarine,New,PG-13,0.99,1,Jon,Stephens
6585,15052,8,2.99,2005-08-22,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Lawrence Love,Action,NC-17,0.99,2,Jon,Stephens
6586,15331,3,4.99,2005-08-22,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Apache Divine,Family,NC-17,4.99,1,Mike,Hillyer
6587,15513,1,4.99,2005-08-23,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Spice Sorority,Drama,NC-17,4.99,2,Jon,Stephens
6588,15730,7,8.99,2005-08-23,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Darko Dorado,Action,NC-17,4.99,2,Jon,Stephens
6589,16004,7,6.99,2005-08-23,August   ,8,3,2005,Joanne,Robertson,Urawa,Japan,Jekyll Frogmen,New,PG,2.99,1,Jon,Stephens
6590,10830,4,6.99,2005-08-01,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Trap Guys,Foreign,G,4.99,1,Jon,Stephens
6591,11357,9,10.99,2005-08-02,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Minds Truman,Action,PG-13,4.99,2,Mike,Hillyer
6592,12029,1,2.99,2005-08-17,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Scissorhands Slums,Foreign,G,2.99,2,Jon,Stephens
6593,12038,3,0.99,2005-08-17,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Spirited Casualties,Sci-Fi,PG-13,0.99,1,Jon,Stephens
6594,12512,8,3.99,2005-08-18,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Sun Confessions,Sci-Fi,R,0.99,1,Jon,Stephens
6595,12944,9,6.99,2005-08-19,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Outlaw Hanky,Travel,PG-13,4.99,2,Mike,Hillyer
6596,12983,9,6.99,2005-08-19,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Boulevard Mob,New,R,0.99,1,Jon,Stephens
6597,14055,1,0.99,2005-08-20,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Gables Metropolis,Family,PG,0.99,1,Jon,Stephens
6598,14155,6,4.99,2005-08-21,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Coma Head,Travel,NC-17,4.99,2,Jon,Stephens
6599,14184,7,6.99,2005-08-21,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,South Wait,Action,R,2.99,1,Jon,Stephens
6600,14629,4,2.99,2005-08-21,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Color Philadelphia,Classics,G,2.99,1,Jon,Stephens
6601,14713,1,0.99,2005-08-21,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Robbery Bright,Family,R,0.99,1,Mike,Hillyer
6602,14879,5,5.99,2005-08-22,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Interview Liaisons,New,R,4.99,2,Mike,Hillyer
6603,14965,5,2.99,2005-08-22,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Dinosaur Secretary,Family,R,2.99,2,Mike,Hillyer
6604,15237,1,4.99,2005-08-22,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Wizard Coldblooded,Music,PG,4.99,1,Mike,Hillyer
6605,15379,8,8.99,2005-08-22,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Hellfighters Sierra,Foreign,PG,2.99,1,Mike,Hillyer
6606,15541,6,3.99,2005-08-23,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Mummy Creatures,Sports,NC-17,0.99,2,Mike,Hillyer
6607,15586,7,3.99,2005-08-23,August   ,8,3,2005,Eleanor,Hunt,Saint-Denis,Runion,Racer Egg,Drama,NC-17,2.99,2,Mike,Hillyer
6608,10737,8,7.99,2005-08-01,August   ,8,3,2005,Valerie,Black,Brockton,United States,Groundhog Uncut,Comedy,PG-13,4.99,1,Mike,Hillyer
6609,10967,7,0.99,2005-08-02,August   ,8,3,2005,Valerie,Black,Brockton,United States,Christmas Moonshine,Children,NC-17,0.99,2,Mike,Hillyer
6610,11561,6,2.99,2005-08-17,August   ,8,3,2005,Valerie,Black,Brockton,United States,Atlantis Cause,Family,G,2.99,1,Jon,Stephens
6611,12000,6,4.99,2005-08-17,August   ,8,3,2005,Valerie,Black,Brockton,United States,Joon Northwest,Sports,NC-17,0.99,1,Jon,Stephens
6612,14771,6,3.99,2005-08-21,August   ,8,3,2005,Valerie,Black,Brockton,United States,Mob Duffel,Drama,G,0.99,2,Jon,Stephens
6613,15479,5,4.99,2005-08-23,August   ,8,3,2005,Valerie,Black,Brockton,United States,Trip Newton,Action,PG-13,4.99,1,Mike,Hillyer
6614,15562,4,2.99,2005-08-23,August   ,8,3,2005,Valerie,Black,Brockton,United States,Uncut Suicides,Music,PG-13,2.99,2,Mike,Hillyer
6615,10686,2,2.99,2005-08-01,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Manchurian Curtain,Family,PG,2.99,2,Mike,Hillyer
6616,11123,7,2.99,2005-08-02,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Hobbit Alien,Drama,PG-13,0.99,1,Jon,Stephens
6617,11789,9,6.99,2005-08-17,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Cranes Reservoir,Sports,NC-17,2.99,2,Mike,Hillyer
6618,12260,8,6.99,2005-08-18,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Eyes Driving,Sci-Fi,PG-13,2.99,2,Mike,Hillyer
6619,12335,1,2.99,2005-08-18,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Muscle Bright,Travel,G,2.99,2,Mike,Hillyer
6620,12627,0,2.99,2005-08-18,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,South Wait,Action,R,2.99,1,Jon,Stephens
6621,12887,8,1.99,2005-08-19,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Earth Vision,New,NC-17,0.99,1,Mike,Hillyer
6622,12890,0,0.99,2005-08-19,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Stallion Sundance,Sci-Fi,PG-13,0.99,2,Mike,Hillyer
6623,13116,8,6.99,2005-08-19,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Frisco Forrest,Sci-Fi,PG,4.99,2,Mike,Hillyer
6624,13255,9,8.99,2005-08-19,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Dorado Notting,Music,NC-17,4.99,2,Mike,Hillyer
6625,13372,5,2.99,2005-08-19,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Rocketeer Mother,Foreign,PG-13,0.99,2,Mike,Hillyer
6626,13599,9,5.99,2005-08-20,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,River Outlaw,Sports,PG-13,0.99,1,Mike,Hillyer
6627,14165,3,0.99,2005-08-21,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Tracy Cider,Animation,G,0.99,2,Jon,Stephens
6628,14454,1,2.99,2005-08-21,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Lust Lock,Action,G,2.99,1,Jon,Stephens
6629,14520,9,9.99,2005-08-21,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Working Microcosmos,Travel,R,4.99,1,Mike,Hillyer
6630,14663,5,0.99,2005-08-21,August   ,8,3,2005,Danielle,Daniels,Hidalgo,Mexico,Lawrence Love,Action,NC-17,0.99,2,Jon,Stephens
6631,10311,1,4.99,2005-08-01,August   ,8,3,2005,Megan,Palmer,Laiwu,China,Truman Crazy,Action,G,4.99,2,Mike,Hillyer
6632,10662,2,2.99,2005-08-01,August   ,8,3,2005,Megan,Palmer,Laiwu,China,Noon Papi,Children,G,2.99,2,Mike,Hillyer
6633,11714,0,2.99,2005-08-17,August   ,8,3,2005,Megan,Palmer,Laiwu,China,Affair Prejudice,Horror,G,2.99,1,Mike,Hillyer
6634,13230,1,0.99,2005-08-19,August   ,8,3,2005,Megan,Palmer,Laiwu,China,Sierra Divide,Sports,NC-17,0.99,1,Mike,Hillyer
6635,13568,6,5.99,2005-08-20,August   ,8,3,2005,Megan,Palmer,Laiwu,China,Egg Igby,Documentary,PG,2.99,2,Jon,Stephens
6636,14856,4,4.99,2005-08-22,August   ,8,3,2005,Megan,Palmer,Laiwu,China,Requiem Tycoon,Classics,R,4.99,1,Jon,Stephens
6637,14922,7,3.99,2005-08-22,August   ,8,3,2005,Megan,Palmer,Laiwu,China,Kwai Homeward,Drama,PG-13,0.99,1,Mike,Hillyer
6638,15227,1,4.99,2005-08-22,August   ,8,3,2005,Megan,Palmer,Laiwu,China,Panther Reds,Sci-Fi,NC-17,4.99,1,Mike,Hillyer
6639,15926,1,2.99,2005-08-23,August   ,8,3,2005,Megan,Palmer,Laiwu,China,Jericho Mulan,Games,NC-17,2.99,1,Jon,Stephens
6640,15996,6,2.99,2005-08-23,August   ,8,3,2005,Megan,Palmer,Laiwu,China,Pirates Roxanne,Sports,PG,0.99,1,Mike,Hillyer
6641,10320,7,6.99,2005-08-01,August   ,8,3,2005,Alicia,Mills,Nagaon,India,Kiss Glory,Foreign,PG-13,4.99,1,Mike,Hillyer
6642,11638,8,6.99,2005-08-17,August   ,8,3,2005,Alicia,Mills,Nagaon,India,Rules Human,Horror,R,4.99,2,Jon,Stephens
6643,11783,4,0.99,2005-08-17,August   ,8,3,2005,Alicia,Mills,Nagaon,India,Deceiver Betrayed,Drama,NC-17,0.99,2,Jon,Stephens
6644,12697,5,2.99,2005-08-18,August   ,8,3,2005,Alicia,Mills,Nagaon,India,Muscle Bright,Travel,G,2.99,1,Mike,Hillyer
6645,12917,0,4.99,2005-08-19,August   ,8,3,2005,Alicia,Mills,Nagaon,India,American Circus,Action,R,4.99,2,Jon,Stephens
6646,12960,5,1.99,2005-08-19,August   ,8,3,2005,Alicia,Mills,Nagaon,India,Savannah Town,Drama,PG-13,0.99,1,Mike,Hillyer
6647,13204,5,4.99,2005-08-19,August   ,8,3,2005,Alicia,Mills,Nagaon,India,Words Hunter,Music,PG,2.99,2,Mike,Hillyer
6648,13484,2,0.99,2005-08-20,August   ,8,3,2005,Alicia,Mills,Nagaon,India,Freedom Cleopatra,Comedy,PG-13,0.99,1,Jon,Stephens
6649,13986,2,0.99,2005-08-20,August   ,8,3,2005,Alicia,Mills,Nagaon,India,Slums Duck,Family,PG,0.99,1,Jon,Stephens
6650,14173,0,0.99,2005-08-21,August   ,8,3,2005,Alicia,Mills,Nagaon,India,Primary Glass,Action,G,0.99,1,Mike,Hillyer
6651,14668,7,4.99,2005-08-21,August   ,8,3,2005,Alicia,Mills,Nagaon,India,Fireball Philadelphia,Comedy,PG,0.99,2,Jon,Stephens
6652,11368,5,4.99,2005-08-02,August   ,8,3,2005,Suzanne,Nichols,Jakarta,Indonesia,Creepers Kane,Classics,NC-17,4.99,2,Mike,Hillyer
6653,12103,6,1.99,2005-08-17,August   ,8,3,2005,Suzanne,Nichols,Jakarta,Indonesia,Voyage Legally,Classics,PG-13,0.99,2,Mike,Hillyer
6654,12439,3,3.99,2005-08-18,August   ,8,3,2005,Suzanne,Nichols,Jakarta,Indonesia,Pure Runner,Comedy,NC-17,2.99,2,Mike,Hillyer
6655,12882,2,4.99,2005-08-19,August   ,8,3,2005,Suzanne,Nichols,Jakarta,Indonesia,Daddy Pittsburgh,Comedy,G,4.99,1,Mike,Hillyer
6656,14664,5,4.99,2005-08-21,August   ,8,3,2005,Suzanne,Nichols,Jakarta,Indonesia,Wanda Chamber,Games,PG-13,4.99,1,Mike,Hillyer
6657,14747,4,4.99,2005-08-21,August   ,8,3,2005,Suzanne,Nichols,Jakarta,Indonesia,Attraction Newton,New,PG-13,4.99,1,Jon,Stephens
6658,14944,2,4.99,2005-08-22,August   ,8,3,2005,Suzanne,Nichols,Jakarta,Indonesia,Candles Grapes,Games,NC-17,4.99,1,Jon,Stephens
6659,15267,1,0.99,2005-08-22,August   ,8,3,2005,Suzanne,Nichols,Jakarta,Indonesia,Pacific Amistad,Documentary,G,0.99,2,Mike,Hillyer
6660,15444,6,7.99,2005-08-23,August   ,8,3,2005,Suzanne,Nichols,Jakarta,Indonesia,Daughter Madigan,Children,PG-13,4.99,2,Jon,Stephens
6661,15593,4,1.99,2005-08-23,August   ,8,3,2005,Suzanne,Nichols,Jakarta,Indonesia,Snowman Rollercoaster,Animation,G,0.99,2,Jon,Stephens
6662,10278,7,6.99,2005-08-01,August   ,8,3,2005,Michele,Grant,Yuncheng,China,Magnificent Chitty,Classics,R,2.99,1,Mike,Hillyer
6663,10851,2,4.99,2005-08-01,August   ,8,3,2005,Michele,Grant,Yuncheng,China,Falcon Volume,Animation,PG-13,4.99,1,Mike,Hillyer
6664,11296,9,5.99,2005-08-02,August   ,8,3,2005,Michele,Grant,Yuncheng,China,Barbarella Streetcar,Sci-Fi,G,2.99,2,Mike,Hillyer
6665,12341,2,0.99,2005-08-18,August   ,8,3,2005,Michele,Grant,Yuncheng,China,Annie Identity,Sci-Fi,G,0.99,1,Mike,Hillyer
6666,13861,2,4.99,2005-08-20,August   ,8,3,2005,Michele,Grant,Yuncheng,China,Betrayed Rear,Children,NC-17,4.99,2,Jon,Stephens
6667,14731,2,2.99,2005-08-21,August   ,8,3,2005,Michele,Grant,Yuncheng,China,Eyes Driving,Sci-Fi,PG-13,2.99,2,Mike,Hillyer
6668,14793,7,7.99,2005-08-22,August   ,8,3,2005,Michele,Grant,Yuncheng,China,Vampire Whale,New,NC-17,4.99,1,Jon,Stephens
6669,14918,7,6.99,2005-08-22,August   ,8,3,2005,Michele,Grant,Yuncheng,China,Tequila Past,Children,PG,4.99,2,Jon,Stephens
6670,15351,0,0.99,2005-08-22,August   ,8,3,2005,Michele,Grant,Yuncheng,China,Rear Trading,Action,NC-17,0.99,2,Mike,Hillyer
6671,15721,4,2.99,2005-08-23,August   ,8,3,2005,Michele,Grant,Yuncheng,China,Cider Desire,Documentary,PG,2.99,1,Mike,Hillyer
6672,11033,7,4.99,2005-08-02,August   ,8,3,2005,Gail,Knight,Bern,Switzerland,Right Cranes,Classics,PG-13,4.99,2,Jon,Stephens
6673,11951,8,5.99,2005-08-17,August   ,8,3,2005,Gail,Knight,Bern,Switzerland,Fatal Haunted,New,PG,2.99,2,Jon,Stephens
6674,14324,9,8.99,2005-08-21,August   ,8,3,2005,Gail,Knight,Bern,Switzerland,Falcon Volume,Animation,PG-13,4.99,2,Mike,Hillyer
6675,14549,1,2.99,2005-08-21,August   ,8,3,2005,Gail,Knight,Bern,Switzerland,Tomorrow Hustler,Classics,R,2.99,1,Mike,Hillyer
6676,14753,0,2.99,2005-08-21,August   ,8,3,2005,Gail,Knight,Bern,Switzerland,Half Outfield,Family,PG-13,2.99,2,Jon,Stephens
6677,14909,3,0.99,2005-08-22,August   ,8,3,2005,Gail,Knight,Bern,Switzerland,Horror Reign,Travel,R,0.99,2,Mike,Hillyer
6678,15106,5,0.99,2005-08-22,August   ,8,3,2005,Gail,Knight,Bern,Switzerland,Borrowers Bedazzled,Animation,G,0.99,1,Mike,Hillyer
6679,10309,8,6.99,2005-08-01,August   ,8,3,2005,Bertha,Ferguson,Ondo,Nigeria,Forrest Sons,Action,R,2.99,2,Jon,Stephens
6680,11490,6,2.99,2005-08-02,August   ,8,3,2005,Bertha,Ferguson,Ondo,Nigeria,Dumbo Lust,Family,NC-17,0.99,2,Mike,Hillyer
6681,11587,8,5.99,2005-08-17,August   ,8,3,2005,Bertha,Ferguson,Ondo,Nigeria,Excitement Eve,Action,G,0.99,1,Jon,Stephens
6682,13530,3,0.99,2005-08-20,August   ,8,3,2005,Bertha,Ferguson,Ondo,Nigeria,Celebrity Horn,Action,PG-13,0.99,2,Jon,Stephens
6683,13531,5,2.99,2005-08-20,August   ,8,3,2005,Bertha,Ferguson,Ondo,Nigeria,Muscle Bright,Travel,G,2.99,2,Mike,Hillyer
6684,13802,1,2.99,2005-08-20,August   ,8,3,2005,Bertha,Ferguson,Ondo,Nigeria,Idols Snatchers,Children,NC-17,2.99,2,Jon,Stephens
6685,14794,6,1.99,2005-08-22,August   ,8,3,2005,Bertha,Ferguson,Ondo,Nigeria,Bound Cheaper,Classics,PG,0.99,1,Jon,Stephens
6686,14831,1,4.99,2005-08-22,August   ,8,3,2005,Bertha,Ferguson,Ondo,Nigeria,Rocky War,Drama,PG-13,4.99,2,Mike,Hillyer
6687,14914,4,0.99,2005-08-22,August   ,8,3,2005,Bertha,Ferguson,Ondo,Nigeria,Voice Peach,New,PG-13,0.99,1,Mike,Hillyer
6688,15408,7,6.99,2005-08-22,August   ,8,3,2005,Bertha,Ferguson,Ondo,Nigeria,Arachnophobia Rollercoaster,Horror,PG-13,2.99,2,Mike,Hillyer
6689,11249,4,4.99,2005-08-02,August   ,8,3,2005,Darlene,Rose,Pyongyang,North Korea,Roses Treasure,Sports,PG-13,4.99,1,Mike,Hillyer
6690,11335,7,4.99,2005-08-02,August   ,8,3,2005,Darlene,Rose,Pyongyang,North Korea,Pacific Amistad,Documentary,G,0.99,2,Mike,Hillyer
6691,12213,6,5.99,2005-08-18,August   ,8,3,2005,Darlene,Rose,Pyongyang,North Korea,Terminator Club,Music,R,4.99,2,Mike,Hillyer
6692,12464,9,6.99,2005-08-18,August   ,8,3,2005,Darlene,Rose,Pyongyang,North Korea,Home Pity,Music,R,4.99,2,Mike,Hillyer
6693,12916,1,0.99,2005-08-19,August   ,8,3,2005,Darlene,Rose,Pyongyang,North Korea,Jungle Closer,New,NC-17,0.99,1,Jon,Stephens
6694,13097,5,4.99,2005-08-19,August   ,8,3,2005,Darlene,Rose,Pyongyang,North Korea,Trojan Tomorrow,Sci-Fi,PG,2.99,2,Jon,Stephens
6695,13214,1,4.99,2005-08-19,August   ,8,3,2005,Darlene,Rose,Pyongyang,North Korea,Mod Secretary,Documentary,NC-17,4.99,1,Jon,Stephens
6696,13481,6,6.99,2005-08-20,August   ,8,3,2005,Darlene,Rose,Pyongyang,North Korea,Model Fish,Children,NC-17,4.99,2,Jon,Stephens
6697,13728,3,2.99,2005-08-20,August   ,8,3,2005,Darlene,Rose,Pyongyang,North Korea,Homicide Peach,Family,PG-13,2.99,1,Mike,Hillyer
6698,14974,5,4.99,2005-08-22,August   ,8,3,2005,Darlene,Rose,Pyongyang,North Korea,Mermaid Insects,Sports,NC-17,4.99,2,Mike,Hillyer
6699,11077,7,4.99,2005-08-02,August   ,8,3,2005,Veronica,Stone,Greensboro,United States,United Pilot,Documentary,R,0.99,1,Jon,Stephens
6700,11103,5,6.99,2005-08-02,August   ,8,3,2005,Veronica,Stone,Greensboro,United States,Heartbreakers Bright,Children,G,4.99,2,Mike,Hillyer
6701,11272,4,0.99,2005-08-02,August   ,8,3,2005,Veronica,Stone,Greensboro,United States,Tomatoes Hellfighters,Travel,PG,0.99,1,Jon,Stephens
6702,11420,3,2.99,2005-08-02,August   ,8,3,2005,Veronica,Stone,Greensboro,United States,Strictly Scarface,Comedy,PG-13,2.99,1,Jon,Stephens
6703,12070,5,1.99,2005-08-17,August   ,8,3,2005,Veronica,Stone,Greensboro,United States,Factory Dragon,Travel,PG-13,0.99,1,Mike,Hillyer
6704,12421,5,5.99,2005-08-18,August   ,8,3,2005,Veronica,Stone,Greensboro,United States,Thief Pelican,Animation,PG-13,4.99,1,Jon,Stephens
